object_type,log_Mbar,M_bar_Msun,closure,log_closure
cluster,13.541718757357334,34811181000000.004,0.2974678405631804,-0.5265599792493719
cluster,13.958458199206742,90877882500000.0,0.2631192244607058,-0.5798474195988752
cluster,13.87305685790403,74654649000000.0,0.2739876593700578,-0.5622689977204248
cluster,13.648289083436612,44492733000000.0,0.2927114689666278,-0.5335602607867828
cluster,13.77177079382302,59124951000000.0,0.284047656133235,-0.5466087900255261
cluster,13.733069213648374,54084051000000.0,0.2871612096108974,-0.5418742259538161
cluster,14.130002449174986,134897049000000.0,0.2335158890475573,-0.6316835635308182
cluster,13.803163580898817,63557028000000.0,0.281235101984591,-0.5509304743819254
cluster,14.151686579673353,141803379000000.0,0.2289376274129251,-0.6402828222891035
cluster,13.7022354866742,50377369500000.0,0.2893750517505725,-0.5385389139706332
cluster,13.877436177049596,75411256500000.0,0.2734860178113847,-0.5630648724113025
cluster,13.506809621707053,32122521000000.004,0.2985438939575326,-0.5249918069061443
cluster,13.98556796501314,96731509500000.0,0.2591662669355991,-0.5864215268643788
cluster,13.559111263894088,36233581499999.99,0.2968467895965057,-0.5274676436153412
cluster,13.719389523295094,52407027000000.0,0.2881718832416337,-0.5403483953079276
cluster,13.957350421931551,90646371000000.0,0.2632754009869961,-0.5795897170985764
cluster,13.847446652281526,70379576999999.98,0.2768067220911547,-0.5578233674969002
cluster,13.890648117226753,77740641000000.0,0.2719372683645081,-0.5655312692940146
cluster,13.914806842859385,82187703000000.0,0.2689653268240452,-0.5703037026725237
cluster,13.477816589546515,30048070500000.0,0.2992713475750071,-0.5239348607933771
cluster,13.828521512392141,67378527000000.0,0.2787670246856112,-0.5547586001725185
cluster,13.79164601753139,61893639000000.0,0.2822976650865303,-0.5492927139332408
cluster,13.799331367130323,62998668000000.0,0.281592643927386,-0.5503786944996418
cluster,13.872920264697978,74631172499999.98,0.2740032127650937,-0.5622443449242407
cluster,13.829230631481598,67488633000000.01,0.2786954185318512,-0.5548701705859076
cluster,13.671965923258673,46985724000000.0,0.2913288493448717,-0.5356165064780474
cluster,13.706532019863722,50878233000000.0,0.2890803180756092,-0.5389814760987464
cluster,13.662101650679833,45930550500000.0,0.2919201188528664,-0.5347359728239592
cluster,13.670267567255369,46802340000000.0,0.291432217276816,-0.5354624394839009
cluster,13.76731876277368,58521946499999.99,0.2844253783670036,-0.5460316555054925
cluster,13.588579593723294,38777481000000.0,0.2956603560423991,-0.5292069044433314
cluster,13.925489334643707,84234370500000.0,0.2675922132918558,-0.5725265283241749
cluster,13.923316606596643,83814007500000.0,0.2678744667654031,-0.5720686804618218
cluster,13.879320704945501,75739198500000.0,0.2732683630689883,-0.5634106447064376
cluster,13.781160968067732,60417252000000.0,0.2832339216434,-0.5478547343850967
cluster,13.721056818968597,52608609000000.0,0.2880511535737526,-0.5405303811917956
cluster,13.525404403040113,33527749500000.0,0.2979985813263503,-0.525785803452618
cluster,13.739475507344014,54887760000000.0,0.2866720113288845,-0.5426147064911956
cluster,13.848420063278098,70537499999999.98,0.2767031019787163,-0.557985972175679
cluster,13.582399719897168,38229597000000.0,0.2959234282533116,-0.5288206503907175
cluster,13.56747192492013,36937876500000.0,0.2965275408358252,-0.5279349640954671
cluster,13.768404203618903,58668394500000.0,0.2843337630675182,-0.546171567170976
